entidad_ocurrencia,sexo_cat,edad_anios,grupo_edad,conindig_cat,afromex_cat,nacionalidad_cat,lugar_ocurrencia,area_ur_cat
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,55,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Nuevo León,Mujer,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,51,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Mujer,67,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Rural
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Rural
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),Indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Rural
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Nuevo León,Hombre,61,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,55,Adultos (36–59),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Mujer,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,48,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,14,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,45,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Vivienda particular,No especificada
Nuevo León,Hombre,65,Adultos mayores (60+),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,20,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,50,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,30,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,80,Adultos mayores (60+),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Mujer,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,25,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,35,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,40,Adultos (36–59),No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Nuevo León,Hombre,20,Jóvenes (20–35),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,39,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Mujer,4,Infancias (1–9),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,NA,Edad no especificada,No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,20,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,41,Adultos (36–59),No especificada,No especificada,No especificada,Se ignora,No especificada
Nuevo León,Hombre,25,Jóvenes (20–35),No especificada,No especificada,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,44,Adultos (36–59),No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,2,Infancias (1–9),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,56,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,62,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,51,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,20,Jóvenes (20–35),No especificada,No especificada,No especificada,Calle o carretera (vía pública),No especificada
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,64,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,51,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,70,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,72,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,50,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,58,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,42,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,43,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Rural
Nuevo León,Mujer,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Granja (rancho o parcela),Urbana
Nuevo León,Hombre,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,54,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,16,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,18,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,26,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,21,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,45,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,53,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,38,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,49,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,37,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,53,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,35,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Área comercial o de servicios,Urbana
Nuevo León,Mujer,27,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,32,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,57,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,33,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,14,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,19,Adolescentes (10–19),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,24,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,40,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,28,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,31,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Rural
Nuevo León,Mujer,30,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,36,Adultos (36–59),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Hombre,41,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,44,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,61,Adultos mayores (60+),No indígena,No afromexicana,Mexicana,Vivienda particular,Urbana
Nuevo León,Mujer,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,42,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Mujer,22,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,51,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,29,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Otro,Urbana
Nuevo León,Hombre,34,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,39,Adultos (36–59),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,46,Adultos (36–59),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
Nuevo León,Hombre,23,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Calle o carretera (vía pública),Urbana
Nuevo León,Hombre,25,Jóvenes (20–35),No indígena,No afromexicana,Mexicana,Se ignora,Urbana
